"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assests/lambert1.lambert1","0","0","19","1","0.000000","0","0"
"/Game/Assests/Cliffside_1.Cliffside_1","0","0","19","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","108","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","8","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","0","37","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","82","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","64","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","31","1","0.000000","0","0"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","38","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","10","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Fog/M_MultiColoredFog.M_MultiColoredFog","0","0","10","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","99","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","17","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","17","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","10","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","117","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","61","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","141","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","225","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1403","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","90","6","0.000000","0","13"
"/Game/Textures/Master_Material/Whitley_Rock_1_Moss/MSTR_W_Rock_Moss.MSTR_W_Rock_Moss","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Whitley_Rock_-1_Plain/MSTR_W_Rock_Plain.MSTR_W_Rock_Plain","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Trophy_Sword_New_/MSTR_Trophy_Sword.MSTR_Trophy_Sword","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Torches/MSTR_Torches.MSTR_Torches","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Yellow/MSTR_Tile_Yellow.MSTR_Tile_Yellow","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Red_/New_Tile_lambert1_BaseColor_Mat.New_Tile_lambert1_BaseColor_Mat","0","0","19","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Red_/MSTR_Tile_Red.MSTR_Tile_Red","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Plain/MSTR_Tile_Plain.MSTR_Tile_Plain","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Path_Plain_/MSTR_Tile_Path_Plain.MSTR_Tile_Path_Plain","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Path_Moss/MSTR_Tile_Path_Moss.MSTR_Tile_Path_Moss","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Moss/MSTR_Tile_Moss.MSTR_Tile_Moss","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Tile_Blue_/MSTR_Tile_Blue.MSTR_Tile_Blue","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Sword_2/MSTR_Sword_2.MSTR_Sword_2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Sword_1_/MSTR_Sword_1.MSTR_Sword_1","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Stacked_Barrels_/MSTR_Stacked_Barrels.MSTR_Stacked_Barrels","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Spear/MSTR_Spear.MSTR_Spear","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Sheild/MSTR_Shield.MSTR_Shield","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Sail/MSTR_Sail.MSTR_Sail","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Rock_Circle/MSTR_Memory_Circle.MSTR_Memory_Circle","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Rock_Bumper_2_/MSTR_Rock_bumper_2.MSTR_Rock_bumper_2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Rock_Bumper1_/MSTR_Rock_bumper_1.MSTR_Rock_bumper_1","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/New_Tree/MSTR_New_tree.MSTR_New_tree","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/New_Chest_/MSTR_Chest.MSTR_Chest","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/New_Barrel_/MSTR_Barrel.MSTR_Barrel","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Memory_Game_Rock_semi_cirlce_/MSTR_Memory_outer_rocks.MSTR_Memory_outer_rocks","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Log_Obstical_/MSTR_Log_obstical.MSTR_Log_obstical","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Lantern/MSTR_Lantern.MSTR_Lantern","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_3_Plain/MSTR_J_Rock_3_plain2.MSTR_J_Rock_3_plain2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_3_Moss_/MSTR_J_Rock_3_moss2.MSTR_J_Rock_3_moss2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_2_Plain_/MSTR_J_Rock_2_plain1.MSTR_J_Rock_2_plain1","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_2_Moss_/MSTR_J_Rock_2_moss1.MSTR_J_Rock_2_moss1","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_1_Plain_/MSTR_J_Rock_1_plain.MSTR_J_Rock_1_plain","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Joe_Rock_1_Moss_/MSTR_J_Rock_1_moss.MSTR_J_Rock_1_moss","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Ice_Cycles_/MSTR_Icicles.MSTR_Icicles","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Hammer_swing/MSTR_Spinning_hammer.MSTR_Spinning_hammer","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Grass_Medium_/MSTR_Grass_MD.MSTR_Grass_MD","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Grass_Large_/MSTR_Grass_LG.MSTR_Grass_LG","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Fire_Ball_/MSTR_Fire_ball.MSTR_Fire_ball","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Dragon_texture/MSTR_Dragon.MSTR_Dragon","0","0","93","1","0.000000","0","0"
"/Game/Textures/Master_Material/Dagger_2/MSTR_Dagger2.MSTR_Dagger2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Dagger_1_/MSTR_Dagger1.MSTR_Dagger1","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Crate_texture/MSTR_Crate.MSTR_Crate","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Crate_3_/MSTR_Crate_3.MSTR_Crate_3","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Crate_2/MSTR_Crate_2.MSTR_Crate_2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Cave_/MSTR_Cave.MSTR_Cave","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Cannon_/MSTR_Cannon.MSTR_Cannon","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Bucket_/MSTR_Bucket.MSTR_Bucket","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Boat_Tail/Boat_Tail_Grunge/MSTR_Boat_tail.MSTR_Boat_tail","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Boat_Head_/MSTR_Boat_Head.MSTR_Boat_Head","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Boat_/MSTR_Boat.MSTR_Boat","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Bit_map/Wood_Tile/MSTR_Wood_tile.MSTR_Wood_tile","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Bit_map/Snow_/MSTR_Snow.MSTR_Snow","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Axe_/MSTR_Axe.MSTR_Axe","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Arrow_2/MSTR_Arrow_2.MSTR_Arrow_2","0","0","34","1","0.000000","0","0"
"/Game/Textures/Master_Material/Arrow_1/MSTR_Arrow_1.MSTR_Arrow_1","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","135","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","31","1","0.000000","0","0"
"/Game/Textures/Landscaping/World_Textures.World_Textures","0","0","306","8","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","101","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","52","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","31","1","0.000000","0","0"
"/Game/Textures/Master_Material/Landscape_material.Landscape_material","0","0","19","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","31","1","0.000000","0","0"
"/Game/Character_Materials/Skeleton_Bones.Skeleton_Bones","0","0","52","1","0.000000","0","0"
"/Game/Characters/SkeletonDude/Character_Materials/Skeleton_Body.Skeleton_Body","0","0","132","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Splash.M_Waterfall_Splash","0","0","61","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Particles/M_BasicParticle.M_BasicParticle","0","0","31","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_Basic.M_Basic","0","0","104","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_FoliageOpaque.M_FoliageOpaque","0","0","42","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRippleDecal.M_WaterRippleDecal","0","0","34","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Bottom_Foam.M_Waterfall_Bottom_Foam","0","0","65","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","47","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","40","1","0.000000","0","0"
"/Game/CartoonWaterShader/EpicGamesFog/Materials/M_FogSheet_Master.M_FogSheet_Master","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","16","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/WaterLine/M_WaterLine_PP.M_WaterLine_PP","0","0","10","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_BoxBlur_PP.M_BoxBlur_PP","0","0","10","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_BoxBlur_and_ScreenDistortion_PP.M_BoxBlur_and_ScreenDistortion_PP","0","0","10","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Particles/M_Rainbow.M_Rainbow","0","0","22","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_Foliage.M_Foliage","0","0","72","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","29","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","31","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","72","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","104","1","0.000000","0","0"
"/Game/Character_Materials/Skeleton_Body.Skeleton_Body","0","0","94","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/WaterCaustic/M_WaterCaustic.M_WaterCaustic","0","0","34","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Extra_Foam.M_Waterfall_Extra_Foam","0","0","72","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Transparent.M_Waterfall_Transparent","0","0","37","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Opaque.M_Waterfall_Opaque","0","0","64","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_Underwater_River_PP.M_Underwater_River_PP","0","0","10","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_Underwater_PP.M_Underwater_PP","0","0","20","2","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","198","2","0.000000","0","0"
"/Game/Emmitter/New_fire.New_fire","0","0","69","1","0.000000","0","0"
"/Game/Emmitter/M_Fire.M_Fire","0","0","39","1","0.000000","0","0"
"/Game/CartoonWaterShader/EpicGamesFog/Materials/M_GodRay_MASTER.M_GodRay_MASTER","0","0","34","2","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","31","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","174","3","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRipple_River.M_WaterRipple_River","0","0","23","1","0.000000","0","0"
